Down-log2(FC)	Down-entry	Down-mgi_symbol	Down-refseq_mrna	Down-entrezgene	Down-description
-1.15251037086693	5635	Pirb	NM_011095	18733	paired Ig-like receptor B [Source:MGI Symbol
-1.152190340545	6330	Gm12263	0	NA	predicted gene 12263 [Source:MGI Symbol
-1.15209603754861	5793	Plagl2	NM_018807	54711	pleiomorphic adenoma gene-like 2 [Source:MGI Symbol
-1.15074503072744	6338	Cenpl	NM_027429	70454	centromere protein L [Source:MGI Symbol
-1.15063525081599	1161	S100a10	NM_009112	20194	S100 calcium binding protein A10 (calpactin) [Source:MGI Symbol
-1.15051928543527	5918	Gm37305	0	NA	predicted gene
-1.15041798750193	4319	4930402H24Rik	NM_029432	228602	RIKEN cDNA 4930402H24 gene [Source:MGI Symbol
-1.15037641546069	1390	2610301B20Rik	0	67157	RIKEN cDNA 2610301B20 gene [Source:MGI Symbol
-1.15008893962324	5492	Rhbdf2	NM_001167680	217344	rhomboid 5 homolog 2 [Source:MGI Symbol
-1.14882668932112	2210	Ppp2r5b	NM_198168	225849	protein phosphatase 2
-1.14870980266969	3708	Hnrnph1	0	59013	heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol
-1.14847490672832	1041	Pi4k2b	NM_025951	67073	phosphatidylinositol 4-kinase type 2 beta [Source:MGI Symbol
-1.14817060649261	7069	Prr5l	0	72446	proline rich 5 like [Source:MGI Symbol
-1.14771004278395	1612	Fam126b	NM_001310599	213056	family with sequence similarity 126
-1.14765961231228	6625	Lgr4	NM_172671	107515	leucine-rich repeat-containing G protein-coupled receptor 4 [Source:MGI Symbol
-1.14551892810986	2507	Smg9	0	71997	smg-9 homolog
-1.14459991835107	1395	Trim25	0	217069	tripartite motif-containing 25 [Source:MGI Symbol
-1.14386827262006	3867	H2-T24	NM_008207	15042	histocompatibility 2
-1.14379350802552	4342	Rcbtb1	0	71330	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 [Source:MGI Symbol
-1.14364703539305	2508	Zfp993	0	NA	zinc finger protein 993 [Source:MGI Symbol
-1.1433994593234	1231	Anxa7	NM_001110794	11750	annexin A7 [Source:MGI Symbol
-1.14313108905272	2083	Taf12	NM_025579	66464	TATA-box binding protein associated factor 12 [Source:MGI Symbol
-1.14166229395179	3744	Tm9sf4	0	99237	transmembrane 9 superfamily protein member 4 [Source:MGI Symbol
-1.14058371932991	1710	1810013L24Rik	NM_001081400	69053	RIKEN cDNA 1810013L24 gene [Source:MGI Symbol
-1.13970461559895	1911	Tusc3	NM_030254	80286	tumor suppressor candidate 3 [Source:MGI Symbol
-1.13843668510486	4928	Rbm39	NM_133242	170791	RNA binding motif protein 39 [Source:MGI Symbol
-1.1381438221375	1797	Yipf1	NM_145550	230584	Yip1 domain family
-1.13668728146537	2105	Tm4sf19	NM_001160402	277203	transmembrane 4 L six family member 19 [Source:MGI Symbol
-1.13615960896077	2912	4933427D14Rik	NM_028963	74477	RIKEN cDNA 4933427D14 gene [Source:MGI Symbol
-1.13573302858774	2770	Nck2	0	17974	non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol
-1.13457834845213	4968	Zfp772	NM_145577	232855	zinc finger protein 772 [Source:MGI Symbol
-1.13393082980673	7496	Slfn9	NM_172796	237886	schlafen 9 [Source:MGI Symbol
-1.13378266753362	1720	Bad	NM_007522	12015	BCL2-associated agonist of cell death [Source:MGI Symbol
-1.13216775829333	1849	Pgk1	NM_008828	18655	phosphoglycerate kinase 1 [Source:MGI Symbol
-1.13197724354359	2502	Cd80	NM_009855	12519	CD80 antigen [Source:MGI Symbol
-1.1303006379505	4227	Usp25	NM_013918	30940	ubiquitin specific peptidase 25 [Source:MGI Symbol
-1.12986345621868	1762	Pigl	NM_001039536	327942	phosphatidylinositol glycan anchor biosynthesis
-1.12938962718267	1964	Nlgn2	NM_198862	216856	neuroligin 2 [Source:MGI Symbol
-1.12929263522713	1942	Tmem33	NM_028975	67878	transmembrane protein 33 [Source:MGI Symbol
-1.12888832801882	1062	Polr2c	NM_009090	20021	polymerase (RNA) II (DNA directed) polypeptide C [Source:MGI Symbol
-1.12855660626492	3312	Inpp5a	NM_001127363	212111	inositol polyphosphate-5-phosphatase A [Source:MGI Symbol
-1.12838450108053	2875	Kpna4	0	16649	karyopherin (importin) alpha 4 [Source:MGI Symbol
-1.12822993310555	9054	Gm4841	NM_001034859	225594	predicted gene 4841 [Source:MGI Symbol
-1.12784202900004	2407	Pcgf3	0	69587	polycomb group ring finger 3 [Source:MGI Symbol
-1.12782439550497	1846	Armc8	NM_028768	74125	armadillo repeat containing 8 [Source:MGI Symbol
-1.125844495192	6878	Gbp3	0	55932	guanylate binding protein 3 [Source:MGI Symbol
-1.12576915320552	3567	Cul2	NM_029402	71745	cullin 2 [Source:MGI Symbol
-1.12562406631141	2600	Rnf215	NM_027859	71673	ring finger protein 215 [Source:MGI Symbol
-1.12530221303265	2931	Ofd1	NM_177429	237222	oral-facial-digital syndrome 1 gene homolog (human) [Source:MGI Symbol
-1.12461954996023	2093	Slc25a33	NM_027460	70556	solute carrier family 25
-1.12369289080063	7760	Itgam	NM_001082960	16409	integrin alpha M [Source:MGI Symbol
-1.12315143922253	2946	Fndc3a	NM_207636	319448	fibronectin type III domain containing 3A [Source:MGI Symbol
-1.12275432350614	1210	Tmem189	0	407243	transmembrane protein 189 [Source:MGI Symbol
-1.12189636857508	8077	Mndal	0	100040462	myeloid nuclear differentiation antigen like [Source:MGI Symbol
-1.1218162235853	1117	Anxa1	NM_010730	16952	annexin A1 [Source:MGI Symbol
-1.12159164268155	2754	Smcr8	NM_175491	237782	Smith-Magenis syndrome chromosome region
-1.12124008898767	2460	Kctd18	NM_001159864	51960	potassium channel tetramerisation domain containing 18 [Source:MGI Symbol
-1.12025880998045	2568	Zc2hc1a	NM_173181	67306	zinc finger
-1.1198468075648	2404	Zfp984	0	100041677	zinc finger protein 984 [Source:MGI Symbol
-1.11929831250051	7913	Fsd1l	NM_001195284	319636	fibronectin type III and SPRY domain containing 1-like [Source:MGI Symbol
-1.11887831507972	1864	Swt1	NM_025819	66875	SWT1 RNA endoribonuclease homolog (S. cerevisiae) [Source:MGI Symbol
-1.11886947278264	2812	Pex16	0	18633	peroxisomal biogenesis factor 16 [Source:MGI Symbol
-1.11862388419616	7437	Irf1	NM_008390	16362	interferon regulatory factor 1 [Source:MGI Symbol
-1.11799412345252	3819	Nsun6	NM_028950	74455	NOL1/NOP2/Sun domain family member 6 [Source:MGI Symbol
-1.11755872691736	9093	Lox	NM_001286181	16948	lysyl oxidase [Source:MGI Symbol
-1.1171297122983	1342	Pqlc3	0	217430	PQ loop repeat containing [Source:MGI Symbol
-1.11712875458255	3640	Cdk15	0	271697	cyclin-dependent kinase 15 [Source:MGI Symbol
-1.11639998258044	3843	Sppl2a	NM_023220	66552	signal peptide peptidase like 2A [Source:MGI Symbol
-1.11617955216678	2964	Stard3	NM_021547	59045	START domain containing 3 [Source:MGI Symbol
-1.11597188407508	5246	Ttl	NM_027192	69737	tubulin tyrosine ligase [Source:MGI Symbol
-1.1155267971556	3594	Rmdn3	NM_001033136	67809	regulator of microtubule dynamics 3 [Source:MGI Symbol
-1.11500435710314	738	Fam63a	0	75007	family with sequence similarity 63
-1.11432146516497	1544	Arl6	NM_019665	56297	ADP-ribosylation factor-like 6 [Source:MGI Symbol
-1.11380550276875	3545	Msantd2	0	235184	Myb/SANT-like DNA-binding domain containing 2 [Source:MGI Symbol
-1.11338793274791	3294	Pi4k2a	NM_145501	84095	phosphatidylinositol 4-kinase type 2 alpha [Source:MGI Symbol
-1.11310222225278	5965	Prkd2	NM_001252458	101540	protein kinase D2 [Source:MGI Symbol
-1.11242596130613	3754	Apobec1	NM_001134391	11810	apolipoprotein B mRNA editing enzyme
-1.11130417685794	3072	Rcor3	NM_001290278	214742	REST corepressor 3 [Source:MGI Symbol
-1.11109110541797	4618	Mfsd6	NM_133829	98682	major facilitator superfamily domain containing 6 [Source:MGI Symbol
-1.11097386924225	2755	Dusp28	NM_175118	67446	dual specificity phosphatase 28 [Source:MGI Symbol
-1.10982618993595	3254	Zfp458	NM_001001152	238690	zinc finger protein 458 [Source:MGI Symbol
-1.10967538140982	4872	Rnf114	0	81018	ring finger protein 114 [Source:MGI Symbol
-1.10946438169003	635	Edem2	NM_145537	108687	ER degradation enhancer
-1.10912465352988	2300	Tldc1	NM_028883	74347	TBC/LysM associated domain containing 1 [Source:MGI Symbol
-1.10751763260998	1751	Cby1	NM_028634	73739	chibby homolog 1 (Drosophila) [Source:MGI Symbol
-1.10703172288957	3673	Snx11	NM_028965	74479	sorting nexin 11 [Source:MGI Symbol
-1.10699243254338	6639	Gm26603	0	NA	predicted gene
-1.10650185281667	4750	Mark4	NM_172279	232944	MAP/microtubule affinity regulating kinase 4 [Source:MGI Symbol
-1.10578235944515	7223	Piwil2	NM_021308	57746	piwi-like RNA-mediated gene silencing 2 [Source:MGI Symbol
-1.10322828292664	2067	Them4	NM_029431	75778	thioesterase superfamily member 4 [Source:MGI Symbol
-1.10270981648883	2694	C77080	NM_001285866	97130	expressed sequence C77080 [Source:MGI Symbol
-1.10202068289598	4350	Ascc3	NM_198007	77987	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol
-1.10200817801152	4446	Bcdin3d	NM_029236	75284	BCDIN3 domain containing [Source:MGI Symbol
-1.1012632757982	3387	Map2k1	NM_008927	26395	mitogen-activated protein kinase kinase 1 [Source:MGI Symbol
-1.10093188725099	2386	Vim	0	22352	vimentin [Source:MGI Symbol
-1.10071336333896	1922	Gtf2e2	NM_001167921	68153	general transcription factor II E
-1.09983533412013	2298	Fam53c	0	66306	family with sequence similarity 53
-1.09977315749555	8334	Icam1	NM_010493	15894	intercellular adhesion molecule 1 [Source:MGI Symbol
-1.09877179076802	1505	Anapc16	NM_025514	52717	anaphase promoting complex subunit 16 [Source:MGI Symbol
-1.09604290628608	2190	Cbwd1	NM_146097	226043	COBW domain containing 1 [Source:MGI Symbol
-1.09603670511226	2610	Uri1	NM_011274	19777	URI1
-1.09574079306025	1860	Gpr137	NM_001177362	107173	G protein-coupled receptor 137 [Source:MGI Symbol
-1.0955542768562	5099	Gm5931	0	NA	predicted pseudogene 5931 [Source:MGI Symbol
-1.09470732828736	4753	Ppp1r15b	NM_133819	108954	protein phosphatase 1
-1.09396640463342	5556	Dcakd	NM_026551	68087	dephospho-CoA kinase domain containing [Source:MGI Symbol
-1.09316188055596	2678	Nkain1	0	67149	Na+/K+ transporting ATPase interacting 1 [Source:MGI Symbol
-1.09297210534359	1294	Atg12	NM_026217	67526	autophagy related 12 [Source:MGI Symbol
-1.09276361196484	7802	Inpp1	NM_008384	16329	inositol polyphosphate-1-phosphatase [Source:MGI Symbol
-1.09202536736531	3881	Ccser2	0	72972	coiled-coil serine rich 2 [Source:MGI Symbol
-1.09190664118193	1221	Vmp1	NM_029478	75909	vacuole membrane protein 1 [Source:MGI Symbol
-1.09172171982279	3498	Sun1	NM_024451	77053	Sad1 and UNC84 domain containing 1 [Source:MGI Symbol
-1.09147225899919	3518	Ifi35	NM_027320	70110	interferon-induced protein 35 [Source:MGI Symbol
-1.09084803672893	4736	Nrf1	NM_001164226	18181	nuclear respiratory factor 1 [Source:MGI Symbol
-1.09007189832348	4370	Oraov1	0	72284	oral cancer overexpressed 1 [Source:MGI Symbol
-1.08792885706781	1678	Mgst1	NM_019946	56615	microsomal glutathione S-transferase 1 [Source:MGI Symbol
-1.08611602208787	7501	Gm12743	0	NA	predicted gene 12743 [Source:MGI Symbol
-1.08597504474794	7895	Cd46	NM_010778	17221	CD46 antigen
-1.08578644016133	4104	Chst12	NM_021528	59031	carbohydrate sulfotransferase 12 [Source:MGI Symbol
-1.08541367367234	5709	0	0	NA	0
-1.08528246324671	6072	Zbtb42	0	382639	zinc finger and BTB domain containing 42 [Source:MGI Symbol
-1.08527608029646	5421	Flt3l	0	14256	FMS-like tyrosine kinase 3 ligand [Source:MGI Symbol
-1.08393302763954	7963	Gm16026	0	NA	predicted pseudogene 16026 [Source:MGI Symbol
-1.08331099700845	3644	Dopey2	NM_027293	70028	dopey family member 2 [Source:MGI Symbol
-1.08262412428357	3654	Pqlc1	0	66943	PQ loop repeat containing 1 [Source:MGI Symbol
-1.08245612715262	5075	Tmem221	NM_001100462	434325	transmembrane protein 221 [Source:MGI Symbol
-1.08176109822966	2692	Wdtc1	NM_199306	230796	WD and tetratricopeptide repeats 1 [Source:MGI Symbol
-1.08056742711491	4037	Cptp	NM_024472	79554	ceramide-1-phosphate transfer protein [Source:MGI Symbol
-1.08045743249982	4284	H1f0	NM_008197	14958	H1 histone family
-1.07986266381928	1878	Ppfibp2	0	19024	PTPRF interacting protein
-1.07891299674522	2781	Osbpl8	NM_175489	237542	oxysterol binding protein-like 8 [Source:MGI Symbol
-1.0782416569671	2044	Phyh	NM_010726	16922	phytanoyl-CoA hydroxylase [Source:MGI Symbol
-1.07823484105462	4409	Slc27a4	NM_011989	26569	solute carrier family 27 (fatty acid transporter)
-1.07819532877321	3462	Bloc1s6	NM_019788	18457	biogenesis of lysosomal organelles complex-1
-1.07777571947901	6623	Gm5970	0	NA	predicted gene 5970 [Source:MGI Symbol
-1.07644014876298	3413	Thap6	0	NA	THAP domain containing 6 [Source:MGI Symbol
-1.07616300780449	9193	Tmem2	NM_031997	83921	transmembrane protein 2 [Source:MGI Symbol
-1.07458160490494	2382	Hgsnat	NM_029884	52120	heparan-alpha-glucosaminide N-acetyltransferase [Source:MGI Symbol
-1.07440430862414	1114	Lgals8	0	56048	lectin
-1.07438340356101	1348	Gpnmb	0	93695	glycoprotein (transmembrane) nmb [Source:MGI Symbol
-1.0741907885973	4874	Trim12a	0	76681	tripartite motif-containing 12A [Source:MGI Symbol
-1.07374913860749	2638	Tmem129	NM_026698	68366	transmembrane protein 129 [Source:MGI Symbol
-1.07337022799586	8152	Cks2	NM_025415	66197	CDC28 protein kinase regulatory subunit 2 [Source:MGI Symbol
-1.07325932573869	1438	Lztfl1	0	93730	leucine zipper transcription factor-like 1 [Source:MGI Symbol
-1.07148365113308	5724	Etnk1	0	75320	ethanolamine kinase 1 [Source:MGI Symbol
-1.07122627257079	7546	1600020E01Rik	0	NA	RIKEN cDNA 1600020E01 gene [Source:MGI Symbol
-1.07118766837939	1625	Ubap1	NM_023305	67123	ubiquitin-associated protein 1 [Source:MGI Symbol
-1.07113958757515	2739	Kctd9	NM_001285933	105440	potassium channel tetramerisation domain containing 9 [Source:MGI Symbol
-1.07090983903721	5549	Atp1b3	NM_007502	11933	ATPase
-1.07025848241524	1920	Pigc	NM_001039045	67292	phosphatidylinositol glycan anchor biosynthesis
-1.06920185786591	2588	8030462N17Rik	NM_178670	212163	RIKEN cDNA 8030462N17 gene [Source:MGI Symbol
-1.06835263987703	3265	Stard10	0	56018	START domain containing 10 [Source:MGI Symbol
-1.06828789686618	3916	Zfp180	NM_172483	210135	zinc finger protein 180 [Source:MGI Symbol
-1.06774616686595	1799	1110059E24Rik	0	66206	RIKEN cDNA 1110059E24 gene [Source:MGI Symbol
-1.06766556203839	8047	Mob3b	NM_178061	214944	MOB kinase activator 3B [Source:MGI Symbol
-1.06737280870102	4220	Plscr1	NM_011636	22038	phospholipid scramblase 1 [Source:MGI Symbol
-1.06550821959068	6973	Rac2	NM_009008	19354	RAS-related C3 botulinum substrate 2 [Source:MGI Symbol
-1.06532379078525	6049	Kansl1l	NM_001122738	68691	KAT8 regulatory NSL complex subunit 1-like [Source:MGI Symbol
-1.06475533860982	4154	Slc35f5	0	74150	solute carrier family 35
-1.06471703178146	2825	Ap3m2	NM_001122820	64933	adaptor-related protein complex 3
-1.06420537531343	4451	Ms4a6b	0	69774	membrane-spanning 4-domains
-1.06193822145146	10072	Fbn1	NM_007993	14118	fibrillin 1 [Source:MGI Symbol
-1.06159289200438	2325	Abcb1a	NM_011076	18671	ATP-binding cassette
-1.05947477736751	4510	Vps37c	NM_181403	107305	vacuolar protein sorting 37C [Source:MGI Symbol
-1.05928379326061	2012	Gstm1	NM_010358	14862	glutathione S-transferase
-1.05885980869017	2883	Stx6	NM_021433	58244	syntaxin 6 [Source:MGI Symbol
-1.05837328525868	2927	Unc119b	NM_175352	106840	unc-119 lipid binding chaperone B [Source:MGI Symbol
-1.05833244085261	911	Tusc2	NM_019742	80385	tumor suppressor candidate 2 [Source:MGI Symbol
-1.05760754058017	2423	C330018D20Rik	NM_029909	77422	RIKEN cDNA C330018D20 gene [Source:MGI Symbol
-1.05702899186651	2197	9330159M07Rik	0	NA	RIKEN cDNA 9330159M07 gene [Source:MGI Symbol
-1.05700186130119	5786	Zc3h7a	NM_145931	106205	zinc finger CCCH type containing 7 A [Source:MGI Symbol
-1.05539085368546	1540	Rasa2	NM_053268	114713	RAS p21 protein activator 2 [Source:MGI Symbol
-1.05470665503718	2788	Ccnj	NM_172839	240665	cyclin J [Source:MGI Symbol
-1.05464331398147	4021	Coq8b	NM_133770	76889	coenzyme Q8B [Source:MGI Symbol
-1.05456380850933	1098	Tmem41b	NM_153525	233724	transmembrane protein 41B [Source:MGI Symbol
-1.05380939365334	4506	Stk19	NM_019442	54402	serine/threonine kinase 19 [Source:MGI Symbol
-1.05326942409714	2506	Nme6	0	54369	NME/NM23 nucleoside diphosphate kinase 6 [Source:MGI Symbol
-1.05250897031287	3825	Rabl2	NM_026817	68708	RAB
-1.05249094804401	3345	Ccpg1os	NM_001198789	546143	cell cycle progression 1
-1.05184171140259	2341	Camk2n2	NM_028420	73047	calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:MGI Symbol
-1.05173379420716	3055	Fam204a	NM_029648	76539	family with sequence similarity 204
-1.05163532236723	8243	Ikbke	0	56489	inhibitor of kappaB kinase epsilon [Source:MGI Symbol
-1.05135810611207	3246	5730508B09Rik	NM_027482	70617	RIKEN cDNA 5730508B09 gene [Source:MGI Symbol
-1.05134523303887	1786	Ppcdc	NM_176831	66812	phosphopantothenoylcysteine decarboxylase [Source:MGI Symbol
-1.05107349692573	7079	Gm15512	0	NA	predicted gene 15512 [Source:MGI Symbol
-1.05064157165045	3311	Trit1	NM_025873	66966	tRNA isopentenyltransferase 1 [Source:MGI Symbol
-1.05035758162925	1679	Tmbim4	0	68212	transmembrane BAX inhibitor motif containing 4 [Source:MGI Symbol
-1.0502430384398	2247	0	0	108168395	0
-1.04998517545652	5953	Cdkn2aip	0	70925	CDKN2A interacting protein [Source:MGI Symbol
-1.04987904843604	4188	Gnpda2	0	67980	glucosamine-6-phosphate deaminase 2 [Source:MGI Symbol
-1.04916503017916	2039	Optn	0	71648	optineurin [Source:MGI Symbol
-1.04854652558772	2403	Tmem128	NM_025480	66309	transmembrane protein 128 [Source:MGI Symbol
-1.04699955291359	7683	Rbfox2	NM_175387	93686	RNA binding protein
-1.04696169762729	4519	Gcc1	NM_028900	74375	golgi coiled coil 1 [Source:MGI Symbol
-1.04620544834541	5470	Mapk8ip3	0	30957	mitogen-activated protein kinase 8 interacting protein 3 [Source:MGI Symbol
-1.04616314998451	811	Ttc1	0	66827	tetratricopeptide repeat domain 1 [Source:MGI Symbol
-1.04566055133823	3596	Zbtb11os1	0	NA	zinc finger and BTB domain containing 11
-1.04526718850814	2573	Stam	NM_011484	20844	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:MGI Symbol
-1.04522260969566	2906	Gatad2a	0	234366	GATA zinc finger domain containing 2A [Source:MGI Symbol
-1.04297471997616	1851	Dnase1l1	NM_027109	69537	deoxyribonuclease 1-like 1 [Source:MGI Symbol
-1.04251342132913	2512	Colec12	NM_130449	140792	collectin sub-family member 12 [Source:MGI Symbol
-1.04235537825812	3903	Cep19	NM_025892	66994	centrosomal protein 19 [Source:MGI Symbol
-1.04205505920332	4483	Skil	NM_001039090	20482	SKI-like [Source:MGI Symbol
-1.04180699739517	6322	Nat8f4	NM_001145895	75541	N-acetyltransferase 8 (GCN5-related) family member 4 [Source:MGI Symbol
-1.04103895360742	3315	Magee1	NM_053201	107528	melanoma antigen
-1.04076136703508	7402	Tubb4a	NM_009451	22153	tubulin
-1.04028454123002	1127	Tpm1	NM_001164253	22003	tropomyosin 1
-1.04001639301772	2751	Lekr1	NM_001037923	624866	leucine
-1.03968574753934	4635	Prpf38b	0	66921	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol
-1.03951066349612	4057	Zfp943	NM_001025373	74670	zinc finger prtoein 943 [Source:MGI Symbol
-1.03827308056164	1392	Ugt1a6a	NM_145079	94284	UDP glucuronosyltransferase 1 family
-1.038183108581	4782	Tmem115	NM_019704	56395	transmembrane protein 115 [Source:MGI Symbol
-1.03805292754541	4139	Rhbdd1	NM_029777	76867	rhomboid domain containing 1 [Source:MGI Symbol
-1.03803214155125	2360	P4ha1	NM_001316371	18451	procollagen-proline
-1.03707887657604	920	Kmt5a	NM_001310725	67956	lysine methyltransferase 5A [Source:MGI Symbol
-1.03655434319445	4415	Ppp1r2	NM_025800	66849	protein phosphatase 1
-1.03653931093414	4778	Map10	NM_028908	74393	microtubule-associated protein 10 [Source:MGI Symbol
-1.03471051467317	2069	Tmem30a	NM_133718	69981	transmembrane protein 30A [Source:MGI Symbol
-1.03450078390251	4073	Lamp2	NM_001290485	16784	lysosomal-associated membrane protein 2 [Source:MGI Symbol
-1.03336859690942	1764	Atg10	NM_025770	66795	autophagy related 10 [Source:MGI Symbol
-1.03299490794797	7490	Spag1	0	26942	sperm associated antigen 1 [Source:MGI Symbol
-1.03249032920899	1965	Gm20431	0	NA	predicted gene 20431 [Source:MGI Symbol
-1.02874661386039	3005	A830080D01Rik	NM_001033472	382252	RIKEN cDNA A830080D01 gene [Source:MGI Symbol
-1.02868764953784	4938	Eme2	0	193838	essential meiotic structure-specific endonuclease subunit 2 [Source:MGI Symbol
-1.02828563851616	6346	Lmbr1l	0	74775	limb region 1 like [Source:MGI Symbol
-1.02823485939679	2398	1700123O20Rik	NM_021437	58248	RIKEN cDNA 1700123O20 gene [Source:MGI Symbol
-1.02812631281345	1737	Ghitm	NM_001199122	66092	growth hormone inducible transmembrane protein [Source:MGI Symbol
-1.0255134530515	7413	Spred1	NM_033524	114715	sprouty protein with EVH-1 domain 1
-1.02536543319914	2913	Ccdc181	NM_029115	74895	coiled-coil domain containing 181 [Source:MGI Symbol
-1.02519466628329	1387	Nat9	0	66176	N-acetyltransferase 9 (GCN5-related
-1.02453103659347	2590	Pip5k1a	NM_008847	18720	phosphatidylinositol-4-phosphate 5-kinase
-1.02438164903512	3915	Arf5	NM_007480	11844	ADP-ribosylation factor 5 [Source:MGI Symbol
-1.02436778816854	1227	Sec22b	NM_011342	20333	SEC22 homolog B
-1.02351003374528	2077	Hsf2	NM_008297	15500	heat shock factor 2 [Source:MGI Symbol
-1.02289725529249	7075	Parp14	NM_001039530	547253	poly (ADP-ribose) polymerase family
-1.02279844285203	4677	Lrba	NM_001077687	80877	LPS-responsive beige-like anchor [Source:MGI Symbol
-1.02112932924006	10790	Hcar2	NM_030701	80885	hydroxycarboxylic acid receptor 2 [Source:MGI Symbol
-1.02075076519011	2640	Napepld	0	242864	N-acyl phosphatidylethanolamine phospholipase D [Source:MGI Symbol
-1.02066726215926	1873	B230118H07Rik	NM_026592	68170	RIKEN cDNA B230118H07 gene [Source:MGI Symbol
-1.01998455742616	2209	Tti2	NM_144927	234138	TELO2 interacting protein 2 [Source:MGI Symbol
-1.01957884953898	4178	Mad2l1bp	NM_025649	66591	MAD2L1 binding protein [Source:MGI Symbol
-1.01857969201862	838	Ttc39b	NM_027238	69863	tetratricopeptide repeat domain 39B [Source:MGI Symbol
-1.01751779098848	1141	Plekha8	NM_001164361	231999	pleckstrin homology domain containing
-1.0172222280965	2674	Slc11a1	0	18173	solute carrier family 11 (proton-coupled divalent metal ion transporters)
-1.01481523744397	3157	Tpi1	NM_009415	21991	triosephosphate isomerase 1 [Source:MGI Symbol
-1.01463362822298	4159	Xkr8	NM_201368	381560	X-linked Kx blood group related 8 [Source:MGI Symbol
-1.01461826309178	2652	Pyroxd1	NM_183165	232491	pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:MGI Symbol
-1.01451902439134	5829	Tspan17	NM_028841	74257	tetraspanin 17 [Source:MGI Symbol
-1.01387382651916	7314	Ccdc71l	NM_001162903	72123	coiled-coil domain containing 71 like [Source:MGI Symbol
-1.01345492897474	2699	4930486L24Rik	NM_178098	214639	RIKEN cDNA 4930486L24 gene [Source:MGI Symbol
-1.01315913436152	2332	Col4a3bp	0	68018	collagen
-1.01257495401237	2259	Arrdc3	NM_001042591	105171	arrestin domain containing 3 [Source:MGI Symbol
-1.01251091490611	5216	Trex1	NM_011637	22040	three prime repair exonuclease 1 [Source:MGI Symbol
-1.01029946344064	3568	Ppp2r2d	0	52432	protein phosphatase 2
-1.01006298260243	5618	Zfyve9	0	230597	zinc finger
-1.00896300541311	3258	Bak1	NM_007523	12018	BCL2-antagonist/killer 1 [Source:MGI Symbol
-1.00891233040231	2633	Gm38335	0	NA	predicted gene
-1.00760117820374	2411	Gabpb1	NM_001271468	14391	GA repeat binding protein
-1.00745215992013	3089	Dedd	NM_001128609	21945	death effector domain-containing [Source:MGI Symbol
-1.0071239119028	2728	Slc44a1	NM_001159633	100434	solute carrier family 44
-1.00659785010919	3064	Zfp775	0	243372	zinc finger protein 775 [Source:MGI Symbol
-1.00588435421632	1045	Psmd5	NM_080554	66998	proteasome (prosome
-1.00545061302774	1688	Gipc1	NM_018771	67903	GIPC PDZ domain containing family
-1.00517293755259	3691	Abhd17b	NM_146096	226016	abhydrolase domain containing 17B [Source:MGI Symbol
-1.00297419398917	4716	Glyctk	NM_174846	235582	glycerate kinase [Source:MGI Symbol
-1.00281891331354	3141	Itgb2	NM_008404	16414	integrin beta 2 [Source:MGI Symbol
